formulas
MgCu3Cl2O6H6
MgMnGe
V2CoO6
MnPdAs
V2CdO6
K3EuP2O8
MnAu
KNbSe2
AgInS2
NiBa2F6
CdS
BiUTe
MgGd
CuRb2Br3
Ca2Cu2Ga
Li2NiO2
Al3Nb
SnTl2As2S6
NiS2
CrSmTeO6
ZnIn2S4
PdSe2Cl6
LiAlO2
Ru2Si
Li2CeN2
GeO2
CuSr2I2O2
Rh3SmC
NiBaTb2O5
CaB2H2
AlK3Te3
AgAuTe2
Fe3PdN
NiAs2O6
K3SbS4
CrO3
LuIr2
NbBr2Se2
PdCl2
CuGdSe2
Tm2SO2
Al3Zr
Li2Sb
As2O3
CsSNC
KNiCl3
TeO2
Al2Cu
SnHg2Br2S2
Fe4ErGe2
NaK2GaP2
FeNi2Ga
Cu3TlSe2
ClO3
TiBr3
CaO3C
SmTe
TaSe2
Cu2Ce
YCdCsSe3
NiGa3U
MgBa2O6B2
YPtP
ZnAs2Ge
HgTe
Mn2SrBaO6
KFeSe2
CsTe3Si
InITe
LiTiPO5
Na2MoO4
NaVCdO4
CuSrP
MnBaO3
Dy3Pt4
SiO2
AlCoDy3S7
HoSi3
NaNbF2O2
CoTbSi
MgSrSn
ScCuS2
ZnPdEu
Fe2Tb
ErBi2BrO4
Cl2O7
RbPO3
Al2ZnSe4
NdTaO4
GaPrO3
BaWO4
CdCsPrSe3
AlH3
GdP
MnFeAs
Rb2Si2O5
S2Si
LiCo2O4
ClNC
DyIr2Si2
CrCeSe3
TiBaO3
MgInTm
VMn2PO7
Ga3CePt
TeO2
ThI2Te2
CaTiF5
FeSr2O4
Ni2GdBi2
In4Ba
CaZn2P2O8
K2ZrO6B2
ZnInGd
NaYbS2
Rb3SmS8P2
KCrRb2F6
AlCoGd3S7
CaCu2O3
CuCeSe2
Sr2LuBiO6
Sc2TeO6
TiPd
Co2Ta4N
ErTe3
Cl5P
PdInDy
CoGaEr
MnHg
NaIO3
SmO3B
Fe3Sr2YO8
SnCl2
Ni3Ta
Ni2TbSb2
InGd
FePrAsO
BaSiC
CrHoB4
CdYbGe
Pd2InLu
CaCu2Ba2Tl2O8
SiO2
Al3ScC3
Cu2GaSr2HoO7
ZrI2
Pb3As2O8
PtSe2
CaTiO3
US3
Pd2Eu
NiZnGd
Na2CoGeO4
Ni2Sn2Nd
CaF2
Na3MoN3
BaPtSi3
RbLuS2O8
K2Ni3S4
MnMoBa2O6
RhSi
EuPtP
ThP
KTaO3
YN
LiCrSi2O6
FeSmSi
WSi2
AlTiAu2
AlPrGe
TlPF6
ZnSiO3
SrBa2UO6
RbCl
RbTlS2O8
HoS2
TiCsBr3
GeCl4
CrFe2Se4
LaYbS3
HgAs2O6
CuTlPO4
GeS2
Sc2CdSe4
HgI
FeRbF3
Yb2S3
Na3Hg2
LiVRb2O4
SiO2
MoCs2TlF6
AlMnCe3S7
TiTbGe
RuO4
MnErB4
MnSnIr
NiGa2Er
CsBrO4
Al2SrSi2O8
CoNdSi2
Mg2Ba
USb2O6
CuCsSm2Se4
AlLa
SiO2
AlVCe3S7
CaO4C2
UTe
FeAgO2
SrAu2
FeSr2BrO3
MgNi2P
ZnS
NaCuO2
Cu2PbS4Si
Na3TiCsO4
EuH2
LiSnDy
TiFe2
TiO2
SiO2
LiFeO2
Ni2Ge
ZnS
ScTlSe2
TiCd
BeNaH3
Ni2UAs2
TiCo2Si
TiFe2O5
NbTe2
Fe3S4
Na2KCuO2
TiCdO3
K3VS2O2
SnBa
Cu2InSm
AlRhU
UCB
Co2Sn3Te3
TiRh
Pt2ThSi2
NaV2O5
VS
AgDyTe2
CuRb2Br2Cl2
MnGdSi
CoSn2
WCl5
RhInYb
CuSnEr3S7
NbDyO4
RbAg2SbS4
Ru2TbGe2
Ni3Nd
ScCo3C
Al2SrHo2O7
GdAs
Al2SrSiO3N2
Rh2Ce3Si2
ZnGaEr
In2Se3
CuTe2Cl
NbN
CeHg2
CdPr
AlK3Se3
TiSe2
LiKS2O6N2H4
CuHgBrSe
Na3FeS3
ScS4P
YbBi2IO4
Ag2TbSi2
LuBrS
Al2CaSiO8H4
ZnGa2Se4
RuP
VCeGe3
YbC2B2
Ru2ErSi2
RhSn2Ce
TiSb
LiTaSiO5
Li2RhIn
PdO8N2H4
ISe4P3
SrGeO3
CrSe
WCl2O2
ZrBi2
YBa2TaO6
GaF3
Na2PO5H3
CaO3C
Fe2SmGe2
CeCB2
NaCaVO4
Ga2EuP2
Cu2O5NH3
TaSe2
NdGe
Fe2As
AlO3H3
NaBrO2H4
Ru2YbP2
K2FeSe6P2
RuPuB4
CeIrSi3
LiCrS2
LiAlK2F6
ScSnPt2
Fe4DyGe2
Co2Pr
Zn2Eu
HgI2
MgInBr3
LiNbO3
ZnCeAu
Cu2GaSr
PrTbYb2S6
MoTe2Cl4O
RhCeGe
MnSnTl2Te4
Cu2Tb
CrCsCl3
CaO2H2
Al2NiYb
Li2MgH4
TaS
AuNC
Ru2Bi2O7
LiCoAsO4
K2VP2O8
Rb2Se
AgYbSe2
Pd2GdSi2
Cu2Cs2Sb2Se5
CsAs3O8
PdGe
NaSrO3B
CaZn2Sb2
BiSbO4
HgBr
CoPb2TeO6
NaRbSi2O5
MnCoSi
TiPbO3
LiTiP2O7
La3Te4
GeSiON2
KTiRb2F6
VFeO4
SrMo6S8
Nb3Si
AgN
FeAgS2
MgScGaS4
CaCs2H4
AlLa3C
CsSmCl3
CuYbPbSe3
Ga2Dy
KAs3Si3
Co2NdSi2
NB
K2NiP2
RuBa2LaO6
MgPr
Al2Ti3N2
PdCdLa
KF
CuTl2S2O6
MgLaTl
Ce3TaCl3O6
LiAlSrF6
ZnNd
Cr3InO8
Ni2GdSb2
AlCuS2
CuCeS2
CuCsS4
LiCaCoF6
K3TaO8
NaNiO2
MnO2
CeAs
K2Te4Ge
Rb3As
Y2In
ZnSm
LiInW2O8
Co2Ta4C
Rb2Te
LaF3
RuBa2YbO6
Cu2LaGe2
MnRbN3C3
NaNb3O8
CaZnSiO5H2
AlKAs2O7
ZrBaF6
Rb2Sb4S7
Sn3Pt2
TlCl
VBaS3
AgLuPb
BiI3
CoBa2F6
Ga3Tb
TiIr
InTlS2
PbClSNC
ZnF2
AuTe2
ZrAs2
CaNi2P2
GaP
CaCuP
NbN
K2RhF6
ZnCeTl
BeCl2
KHg
CrUB4
KPd2F5
Mn2Tm
SnCePt
Al3LuC3
Li2GaPt
KCo2S2
CoUO4
Li2AuGe
HoTe2
KNdGeS4
In2Ba
Mn2S4Si
TiTl2F6
Pd2TlSe3
NdPO4
Zn2SeCl2O3
MgF2
KSbF6
ScNi4Sn
CaCsF3
In2Si2O7
AgIO4
Cu3Ba2PrO7
PdLaO3
LiTl
Rh3ErSi2
PdDyGe
MoO2
CaGa2P2
AlCa2F7OH2
InTm
MoDy2O6
Rb2GeF6
CrPO4
Rb3AuO
Co2Sm
CuZr
CaC2
LiFeSFO4
Rb2S
MnYbSi
Ni2CuSb
CB4
Ce2Cl3N
YbSe
PdSnLa
In2PbS4
CsBiF6
CoCeGe3
TmPO4
CrAuS2
Fe2Tb
Cs2PtBr6
ZnS
AgTmSe6P2
AuITe2
MgCdO6C2
CuBa2Si2O7
AlZrPt
Pd2YbGe2
TlF3
InEuPt
ClSOCH3
Co2CeP2
CrSi
AlHo
UC
Mo3Ge
CdCsTbSe3
NdBi
Al2ZnS4
LiMnO2
Ni2ZnTb2
NiGaCe
Nd2O3
MgAgDy
K2SnBr6
Fe2RbSe3
Mg2CuCe
UF5
Co3Ga2La
CuPrPb
EuPtGe
Rh3P2
GdAu2Si2
CoUSi
NaFePO4
CaRb2H4
SrPd2Sb2
AlPdEr
AlLaO3
CsYbF3
PdGdSi
AsS
FeSr2FO3
ZrP2O6H2
IrS2
CaMoO4
Cu3As2O8
MgTe2
SrSi2
NaClO2
Ga2BiS4
MgSm
TiSnPt
Cu2S
Rb2GeS3
Hg2Cl2P
SmIr2Ge2
SnEuPt
Sc2FeS4
LiO6NH6
K2UO4
CdTe
AlFeGd3S7
S2F2O5
Fe2Si
NaRb2ErF6
ZnSe
CsPO4H2
NbSi2
YCB
MoSi2
AlTlO2
Ni3Yb2B6
PbClF
BaYb2Se4
MnPdTe
PdYb
K3GeS3
CuI2O6
SmGe2
Mg2Si
Rb3P2B
V2PbO6
YSe
Er3Pt4
YbPb
NiSeO3
InSb
Ca2FeClO3
AlCdCl4
SiO2
AlEr3C
K2PtF6
TiRuSi
Rh3Nd
TbGe2
Rb2Te
InP
PdCs2HgCl6
Mn2Sb2O7
LiCu2YP2
CuCe2Ge6
NiTmC2
LiSnPr
As4Si3
Tm2S3
YbAu
MnNb3O6
Y2PdBaO5
SrN2H4
Co2ThSi2
NiHg
MgB2H6
NaVS2O8
NiO2H2
TmO3B
ScPdGe
CuGd
ErS2
K3AsS3
Co4BaHoO7
Al2Pd
Rh2PrSi2
InTe
Co2Tb2I
Al2Pd2Ce
AlScPd2
UO
RhTeCl
BeAlB
ZnGaON
SrBr2O6
SnTl2Cl6
PrClO
CdSeO4H2
ZnEuGe
AlNi
InBi2BrSe4
CsO3N
PdBr6Se2
Zr2Ag
CoCuO2
AlAgCsF6
Al2HgS4
MgCsPO4
CsPbS4P
ZrCl
Na2KNiO2
Na2Se
FeZnSb
Ni4ErAu
NiZnSm
CuBa2UO6
IrTe2
NaCrO2
FeUC2
ZnIn2Se4
AlNiTh
EuAs3
NaYbS6P2
KCaH3
ZnO4C2
BaAu
Pd2Sn2Ce
PdSeAs
CaSnHg
Al2LaGe2
Tm2S3
AlVLa3S7
ScFeGe
Mg2Sn
NiDyGe2
MgSrSi
NiCeSb2
Cu2Ba2LaTaO8
Ce3Si2
ErBi2ClO4
YSn2
Na2SO3
Cu2SmGe2
KCrF3
RhCdF6
VPt
BaWO4
PuGe3
CuSe2As
Rb2PdCsF5
MgAlCe3S7
LiMoO2
NdSe2
YBa2SbO6
PtTl2
CuI
Rh2ErCB2
AgO
RhIn3
V2GeF2O4
LiV2O5
Na3As
Rh3Ta
K2ZrF6
SnCsBr3
AlPO4
SrAg2Ge2
FeCoAs
Ca2IrO4
Nb3Bi
NaPO3NH3
MgSr2WO6
In2O3
MgI2O6
CoZrSn
BaO3C
SiO2
FeUC2
KNiIO6
Sn3EuSb4
FeCl3
FeRbCl4
EuAs
YInAu2
Sr2MoO4
Zn2Hg2F6O
TlS2B
CaMnO3
LiIO3
Ga2Er
ScNiGe
MgBaPb
CoTe
Rh2TbSi2
TiSe2
Fe2ErSi2
NiRbCl3
GaAgO2
FeB
NiS
NaErO2
ZnO3C
PdSnU
AuF6O2
ScSb
CrRb2Cl4
NiBi
BaSm2PtO5
WO3
WPbO4
Rh3GdB2
SiNC
NaS
YPd2Si2
CaCl2O4
MgGeO3
InAs
AgI
CaCuSb
ScGe
CuSrSb
Ru2Sn3
NiSnTh
AgO3N
SmAs
NaTbGeO4
Cu6Sm
Ni4YB
Cu3Pd
IrC2
Na3SmBr6
Ru2La
MgNi4Nd
K3BiO4
SrMoO3
KCuHo2S4
Cu3Ba2ErO7
FeCo
RhEuO3
KRuO4
TiAgF6
Ni2Y2In
KGaH4
Ca2FeClO3
CsSbClF3
Cu3Ba2LuO6
ThH2
Cs2PuCl4O2
NiLuBi
Cu2Se3Si
PdCd
NaMgSFO6H4
TmSe
LiCsF2
SbCl6NC
Cu2ZnS2O8H4
RhEuGe3
Rb2SiF6
SrSe2O5
NiSrSi3
Sc2O3
RhCe2Si3
CB4
Ni2DyBi2
LiAsO4H2
ScSnAu
MnAsO5H2
VCrO4
NiTmGe
CaSi2
CdHo2Se4
Na3Cu2O4
TaGe2
TiSrO3
SmFO
GdS
UBr3
LuN
CsSe2As
CrMoF6
RhHg2
InN
KO2
Pd2InTb2
Co2U
Cu2NbBa2PrO8
LiMg2Tl
BaWO4
NiTlO3
CaAgBi
K2AuSb
Fe2CoGe
Ba2PbUO6
LiCsBr2
YIr3
Fe2ZrSi2
Sb3ClO4
PdPrSb2
VTaO5
KEuGeS4
TiTeAs
LiInSe2
KPdF3
Mg2V2O7
CrSrO3
RhInTb
MoPO7H3
NaTiFeO4
KSeFO2
AlBiCl6
SiO2
FeZrCl6
LuTe2
Ni2NdSb2
TiAu2
TiBaO6B2
Na2CuP
NaCs2YbCl6
MnRbAs
BeKH3
YMoFO4
Pd2DyGe2
ZnTlClSO4
ScNi2Ga
ScF3
Pd2Ce2Pb
CdS2
CoDy3
ZrSeSi
NbBa2N3
KYTe2
NH3
NiSn2Nd
VS
LiAlSiO4
WB
CoSe2O5
CdCsO6N3
MnPd
NaMgF3
EuS2N2C2
PuSe2
PdHoBi
TlS3B
Cu2S3Si
SbAsO3
Rh2Sm
CoSb2
AlCuPt2
SrBaO2
SrAs2O6
ZrTe2
Ru2YbSi2
K3SmP2O8
Mo6BaS8
W2C
SnTmIr
SiO2
RhBr3
AuB2
Na2UF6
RbPbS4P
Fe2TeO6
Ni3Sn2S2
CaZn2Si2
BaPb
CdAu
CsIO3
SnSb
GdS2
Al2PrAu2
Fe2RbS3
Nb3Si
BrS
CuInNd
AlLa3N
MgPdSb
SrN
Na3BiO4
CuInSe6P2
Cs2UCl4O2
NaAlO2
Ni4LaB
PdInGd
In4Eu
Pd2NdO4
ErB2
ThSi2
MgBaSi
CaCu2P2
Y2CdSe4
BeGaLa3S7
Rh2Sn2Ce
SmAu2Si2
ScTbO3
VCuCdO4
Ba2YbSbO6
Zr2TlC
Co2TmSi2
SrSeO3
NbSe2
CuCs2F6
CrSr2TaO6
KPO2H2
LiPd
Al3Dy
CdI2
VO2
MgCsF3
CdInS2
GaNb3Au
USi2
UO2
AlCo2Ta
ErPb3
TlO2C
BeF2
BeTiLa3S7
NC2B
Fe2Ba2Se2F2O
ScTe
NiS2N2C2
KHgIN2C2
MgTe
Ga3Pd2U
Al3YC3
NiGa2Ce
RhO2
NdGeO5B
CaPd2As2
Ag2YbSi2
Li2ZrF6
Pd2SnEr
NaK2GaAs2
NdO3B
YAgSe2
Li2AuBi
RuTmGe
Bi2SiO5
SeF2O
K3CrO4
Ga2Ho
Yb2TeO6
LiIr
BaUSi2O8
FeGd3O6
NiBi
KI
Rh2Gd
Dy2S2O
CdCsBr3
NaSe2As
MgZn2
NbN
MgO
Pb2O3
LiGaSrF6
Ga2Pr
Ba2EuTaO6
Ba2ErSbO6
CuO3C
NbB2
GaYI
CuYbW2O8
MnBa2ClSi2O7
Mg2SiO4
CrRbCl3
MoYb2O6
CuSe3ClP4
VRbS7P2
ZnEuGe
MnRbBaO4
TaO2
Li2Si2O5
NdIrGe2
Mn3Ga2Er3Si
Ir2Bi2O7
LiCdO3B
Fe2EuAs2
CsP2NH3
ThC2
Br3B
Ru2Cd2O7
Mn3GaC
YH3
VNi2Sn
VAgSe6P2
CdTlS2
EuS
LuPtAs
AlMnF5
MoN
Rh3La3Si2
CaS3P
Ni3In2S2
Ni2GdB2
ErTl
LaS
CdI2
CsSO4
Cu2Sr2O5
Li2Ca
Al3Ni2Th
SnS
TiSe
SiO2
YbSb
PrAuAs2
Nd2IrGe2
ZnSeO3
TaI2O
DyBr2
CuO2
NbBa2SmO6
Ni2TaTeSe
CuBa2TeO6
ZrPbF6
Mg2Si
AsPO5
Cu2Sn2Eu
ScTlTe2
LiInGe
Co2SiO4
Y2SiO5
RuCePO
ZrBr3
MnLaO3
Cs2GeS4
FeGdB4
CrGdTeO6
Cu2ClO3H3
ScMnSi
KCs2EuCl6
AgCe
CdWO4
PdTe
KBaPO4
AgTeO3
IrSbS
InDyPt2
SmO
FeBiO3
MnNiGe
RhLu
YRhB4
UTeN
Na2ZnGe
Mn3Ga2Dy3Si
Rh2ErGe2
V2FeAgO7
MoTm2O6
MgCa2BaSi2O8
CuPtF6
CaSnO3
InCeAu
YAgO2
TlBr2
SnTl2O3
AgGdSi
CrAgS2
TaB4
AlNiZr
PdTmGe
NaCrSrF6
CsSFO2
PdDy
DyIrSi
Co2CeGe2
V2O3
Cu3Ba2YbO7
Ta4O
AgTl2I3
CoSeP
MoCs2Cl6
K3SnTe3
ZnPdPr
Mn3C
Ga3Nd
Li2NaSb
AgBiCl2S
CrDyO4
AlCeSi2
PrB6
SmSe
Cu2ZnZr
ScHoO3
K2SrCdSb2
Ba2As2Ge
CoPFO6H6
V2Tm2O7
La3I3Ge
LaSiO5B
MgPdEr
Li2CsO3H3
NiDyP
NiLuGe
CaNiN
SbFO
Na2Se3P
LiSr2Ge3
Cs2AuS4P
Li4MgN3H3
Co2Zr
ScMnO3
Ru2HoSi2
PbS
TiCu2P
PdSnTb
PbIF
CoSi
MnRe2O8
CePt2
AlCdLa3S7
RbAs
NiO7B4
Cr3PtN
CaSiO3
Ba2HgS3
AlAu2
RbPO4H2
NiSrGe2
AuSeClO3
K2AuP
LiMgAsO4
InBa2S4
Nd2WO6
ZnGaON
RbPrS2
CdSeO3
KPuO5C
Mn2BaNd2O7
PdGdPb
ZnCsTbSe3
Ni3Yb
Cu3BaNd2O7
NaTiLaO4
LaTlO3
CoSmGe
KSnAs
ScCu2
CoNbO4
DyPO4
Sn2I3SbS2
RhSb3
NiBiAsO5
MnCoGe
NbCl5
NiErSb
NaK2TlO3
NbB2
Tm2O3
ScF3
YBa2TaO6
CuErW2O8
VClO
InTb2
MgYIn
AlICl6
RuSmGe
ZrPbO3
NiZrP
CsDyS4Si
CuPrSe2
TaCl4
CoTbSi
Fe3O4
Rb2TeCl6
ZnHo
Ni3O6B2
NdTlSe2
I3P
Cl3B
Al2SrH2
O2N
Ni3Bi2Se2
Al2NdGe2
GdTaO4
CdO4C2H2
NiRbF3
CaIn
DyWC2
LiTiMnF6
Li2CeGe
Tb2O3
FNCH6
SrTeO4
Al2K3As3
AlTi3C2
PbSe2
ZrSe2
LiGaRb2F6
Ga2Sr
PF2N
Mg2BaBi2
CrCsCl3
ZnO
MnSnO6B2
RhSe2
TlClO3
HgBr2
Cu2GaSr2YO7
FeO7B4
ErB6
YAuPb
PdSnLu
CrLaO3
Ti3Ni4
Ga3Lu
NbSe2
Al2NiY
IrGe
Co2PuSi2
Co2GaPr
V2InC
MnIr
CuSe2Cl
NaWO3
NiHoGe2
ZrGe2
NiGaCe
UAsS
Na3Co2SbO6
RbSb2
CuSO5H2
CuF2
Sn3Er
AlNiTm
MnYb2S4
CuCd2P2O8
CuErP2
HoAuPb
CrCs2F6
CsSbS6
HgI2O6
Sc2BaTe4
Ce2AuP3
SrPdIn4
Ru2LaP2
Al3Sc2Ru
CoYC
AlYbAu
K2CuP
AlSrSi
Ni3InN
NiZn
SbCl5
NiAs2
Cl2SiO
BaP2O6
NaPrO2
Ni2InTb2
PtCl4
NaCuF3
Li2GaIr
CoPd2Se2
SnAu
CuBaSm2O5
Mo6GdS8
MgSrGe
Ga2Eu
NiTb
ZrSnS3
NiDy3
CuDy2Ge6
GdO3B
DyClO2H2
CsSbSe2
CoIn3
ZrBaN2
FeTe
MgRb2H4
Pt2USi2
CoErGe2
V2CrS4
SnCs2Cl6
NiAs2
ZnY
Co2Nd
Mg2O5B2
RbNdTe4
Cd2EuAs2
Y2GeO5
LiO
Na2CaSiO4
KCuZrSe3
Li2ZrTeO6
WS2
MnAs
Al2CeGe2
MnRbF3
Sn3Ce
VInSe2O8
Ru2LaB2
Cr3Ir
ZnGaON
NaMgH3
GaAu
Cu2NdSi2
NaO2
V2CrRbO7
V2GeC
CoNd2PtO6
MnCuSb
Ni3Sb
ScBrO
NaGdS2
RuC
AlP
CsClO4
LiNaS
ZnDy
BaNd2O4
Li2RuF6
Mg2PN3
ErTaO4
PF2ON3
NaTaN2
MgCaSi
InTeClO3
MnSe2O5
NbBiO4
PdSnEr
CuSeO4
CaGe2
Cr3Si5
NiI2
K2As2Ge
ScCu
CsO2H3
TlI
RbNH2
TaB
CsBrO3
Co3Th
CuLaW2O8
Na2MgS2O8H4
CsAuSe3
CaHgO2
Al2CaSi2
MnGd3I3
NaMnP
LiPd2Sn
In5La3
CuSeO3
CdO
Cu2UGe2
Mg2Si
NiAs
Cs2TlCl5
SiO2
AlTl2F5
Sr2PdH4
WO3
K2PFO3
NiHo
RbAuTe
MnErO3
AgAuCl4
PbSe
GaYO3
Fe2EuAs2
MnBiO3
Cu2Sr2O3
PdSe6Cl2
CrCdTe2
LiMo3InO8
AlCrCo2
CaPO4H3
Au2Pb
Li2MgTl
AlPr
K3O4N
SnS
USO
KGaAs2O7
Li4MoO5
LiTiNdO4
PtI3
Ni3Ta
ZnSnO3
K2GdF5
PdYb
CeIS
ScAs
Sc2Te
MgBa2Ge2O7
Ni3In
Li2CdGeS4
SmH2
CdI2
Rh2EuGe2
NaCrMnF6
Nb3Te4
CdI2
FeDyC2
Ag2Yb
VLaO4
LiAlO5B2
AlCuTb
MnCu2S4Si
CdEu
Ga3Dy
AlPrH6
Co2N
Fe2BaGdO5
FeLa3O6
Na2CaP2O7
Co2BaPrO6
ZnLaAsO
CoSmC2
VS2
Cu2BaS2
WHgO4
SrIn2Te4
Mg2TiO4
KPd2O3
CrYTeO6
Tl4Se4Si
Fe2BaO4
PrHg
Mn2Nd
K3Cu3P2
ZnSr2O6H6
SrCl2
Ni2LaAs2
EuDy2S4
MnBaO3
Cu3Sr2HoPb2O8
ZrS6P2
FeBaO3
SiO2
MgTb2
EuIrP
CaI2
Li2EuGeS4
HgN3
CdI2
SiO2
Na2TiSiO5
SnSFNC
LuPb2
Sc2SrNd2O7
Cu2BaSe4Ge
CuCl2
MnBiClS2
PdIn4Yb
TaSe2
SmPtGe
Ni2InDy2
LiTiO2
O3CH3
Ni2InCe2
Mn2TbSi2
NaRh2O4
TiS2
PbU
Ca2ZnN2
LiMgAlH6
NbI3O
K2TeClF5
NaTaGeO5
LiKSO4
FeNbF6
CsSe2As
YbIr
HoIr2Si2
Rb2Te
Co2CuS4
FeGdSi
KPO4H2
PbS3P
CsHoS2
MnAg2O4
Li2MoF6
Cs2PtCl4
TbPt
YSeF
K3CrO8
SbSF6O4H3
Fe2GeS4
Ga2YbGe3
SrSO4
HgN6
LiNbO2
Ca2NiWO6
ZrSnIr
AlNi2Tb2
PdSe2
LiBr
YbB2
AlTi
LiFeO2
NiEuGe
Sn3Ir2Te3
CaFe4As3
LiHg
MoGdC2
Rb2GeF6
AuTl2S4P
GaLu
Cu2InYb2
Al2Ga2La
Mn2YbSi2
MnFeF5O2H4
AgCe3S7Si
RuTa
ThGe2
Cs2PbO3
BaI2O6
CdI2
NiTbGe2
Na3YCl6
BaTbO3
LiTaF6
SnCsS3
Fe3O4
V2Y2O7
MnBa2TeO6
InDy3N
NaAlSiO4
TiO2
AgErGe
LiNbCs2S4
CuNb3S4
DyHg2
PdNdGe2
BeCaO5B2
MnTa4S8
NdH3
Mo3InSe3
CuSe
ScNiSi
RuTmB2
CuSnGd
CrRhAs
Rh3ErB
Ba2Se4Si
HoSi2
Rh3SmSi2
TiS3
Pt2Te3
CrCeS3
HgS
LaTeSb
Cu3TmTe3
PbTh
Ni3Pb2S2
NaS2B
InAs
Cr3P
MgAlSi
FeGa2S4
RbAuS2O8
CoEr3Si3
LiCsI2
Tl5Te3
CoZrBi
Co3ErB2
ErAu
PbSbClO2
TiSi2
CrAgO2
CoCu2Sn
N4C3
LiBaAs
KSnS2
ZnGaPr
NaAlK2H6
LiFeMoClO4
CuN6
BaO
InTlTe2
BiBr3
CuBr
K2SO4
MnPt
Cu3YBa2O6
KYbW2O8
BeN2C
Y2WO6
Ga2Pu
RbS
Li4FeN2
K3IO
NbBr2O
Se2Ge
NiF2
Na2Zn2O3
Mn2BaTbO6
ZrCl
KHg2
MoTe2
ScRuP
CuSe
LiAlBaF6
Al2SmSi2
CsSi
ZnS
PtC
HoAsO4
NaAs2
MgNi4Y
Pb3O4
AgYbGe
LiCsCl2
MnBiO3
NiNdGe3
TiNi
KSnSe2
MoErB4
RbDyO2
ZnPrPO
SnHoIr
ZrBrN
Ba2FN
PuTe
MnTe
VMnCuO4
RhBiS
AlFe
CdIn2Se4
TiN
Li2FeSiO4
SrIn2
PbO3C
MnHoO3
AlPO4
MnTmGe
NiRhAs
NiAgO2
GaBi
Cu6TlS4
Rb2UCl5
MnZrTlF7
CdI2
CoIn5Sm
TmSi2
CaGeN2
Mo3TlSe3
CuLaPb
HoC2B2
