formulas,bandgap
Y1Sn2O4,1.515
Zn2Sn1O4,0.8251
Zn1Sn1O3,1.0767
Zn1Sn1O3,1.3278
Zn3Sn2O7,1.9487
Zn1Sn2O5,0.8464
Zn2Sn3O8,1.2476
Zn1Sn1O3,1.9183
Zn2Sn3O8,1.784
Zn1Sn1O2,1.6448
Zn1Sn2O4,0.8741
Zn2Sn1O4,0.4026
Zn1Sn2O4,1.2282
Zn1Sn2O4,1.0289
Zn1Sn4O8,0.6476
Zn1Sn2O4,2.0424
Zn1Sn1O2,1.1789
Zn1Sn1O2,1.1204
Zn1Sn4O8,0.4381
Zn1Sn2O4,0.0725
Zn1Sn3O7,0.5728
Zn1Sn2O4,0.1378
Zn1Sn2O4,1.19
Zn1Sn2O5,0.8383
Zn1Sn4O6,0.0443
Sr1Ta2O6,3.229
Sr2Ta2O7,2.9093
Sr2Ta2O7,2.928
Sr3Ta2O8,4.082
Sr1Ta2O7,1.8231
Sr1Tb2O4,3.6622
Sr1Te1O3,3.4131
Sr1Te1O4,2.2328
Sr1Te1O3,3.6061
Sr1Te1O3,3.3955
Sr1Te1O3,3.464
Sr1Te3O8,2.1765
Sr1Te1O3,3.174
Sr3Te1O6,2.5037
Sr1Ti1O3,1.8488
Sr2Ti1O4,1.9142
Sr1Ti1O3,1.7783
Sr1Ti1O3,1.7673
Sr1Ti1O3,1.7362
Sr1Ti2O5,1.9511
Sr1Ti2O5,1.8634
Sr3Tl2O6,0.7726
Sr2Tl2O5,0.9458
Sr1Tl2O4,0.0829
Sr1Tm2O4,3.8127
Sr2U1O5,2.1693
Sr3U1O6,2.2075
Sr1U1O4,2.0862
Sr1U1O4,2.0762
Sr1U1O4,0.7591
Sr2V1O4,1.5296
Sr3V2O8,3.676
Sr2V2O7,3.452
Sr3V2O7,0.5916
Sr2V2O7,3.3868
Sr1V3O7,2.3882
Sr1V2O6,2.8228
Sr1V1O3,0.2447
Sr2V1O4,1.5284
Sr3W1O6,3.5804
Sr1W1O4,4.6571
Sr3W1O6,3.4214
Sr2W1O5,3.1883
Sr1Y2O4,3.6959
Sr1Zn1O2,2.0793
Sr1Zr1O3,3.6203
Sr1Zr1O3,3.4747
Sr1Zr1O3,3.416
Sr1Zr1O3,3.1654
Sr2Zr1O4,3.4081
Sr3Zr2O7,3.0929
Sr1Zr1O3,3.3637
Sr1Zr1O3,3.2114
Tb3Ta1O7,3.4958
Tb1Ta1O4,4.1244
Tb1Ta1O4,3.6704
Tb3Ta1O7,3.3977
Ta2Te1O8,0.3278
Th1Ta2O7,2.6556
Ta1Tl1O3,0.9695
Ta1Tl1O3,0.4458
Ta1Tl1O3,0.6811
Tm1Ta1O4,4.1068
Tm3Ta1O7,3.3792
Tm1Ta1O4,3.8066
Tm3Ta1O7,3.5119
Tm3Ta1O7,3.415
Tm1Ta1O4,3.5355
U1Ta2O7,0.1502
U1Ta2O8,1.2312
Ta1V1O4,1.8279
Ta1V1O5,2.172
Ta2V1O6,0.8707
Ta2W1O8,1.7921
Ta1W2O8,2.4493
Ta2W1O8,1.7106
Y3Ta1O7,3.5002
Y1Ta1O4,4.0314
Y1Ta1O4,4.1106
Y3Ta1O7,3.6486
Ta2Zn3O8,3.5103
Ta2Zn1O6,3.0212
Tb2Te1O2,1.1715
Tb2Ti2O7,3.0138
Tb2Ti1O5,3.3009
Tb2Ti2O7,2.7256
Tb2Ti2O7,3.8992
Tb2Ti1O5,3.1633
Tb2Ti1O5,2.43
Tb1Tm1O3,4.5689
Tb1V1O3,1.5225
Tb1V1O4,2.9828
Tb2W1O6,3.7685
Tb2W1O6,3.6175
Tb2W1O6,3.2092
Tb2W1O6,2.9194
Tb2W1O6,2.4635
Tb2Zr2O7,2.7126
Tb2Zr2O7,2.5376
Tb2Zr2O7,4.0184
Th1Te1O1,0.2418
Th1Te2O6,3.6292
Ti1Te3O8,2.7258
Ti3Te1O8,3.157
Tl6Te1O6,1.5633
Tl2Te1O3,1.9408
Tl2Te2O5,2.8109
Tl2Te3O7,2.8048
Tm2Te1O6,3.0533
Tm2Te1O2,0.4431
Tm2Te1O6,2.45
V1Te1O4,1.5001
V1Te1O4,2.3067
Te1W1O6,1.8189
Te1W1O6,1.9937
Te1W1O6,1.4416
Te1W2O8,2.1774
Te1W2O8,2.3586
Y2Te1O2,1.0487
Y2Te1O6,3.0839
Y2Te1O6,2.2227
Y2Te1O6,1.6015
Zn3Te1O6,1.0628
Zn2Te3O8,3.2903
Zn1Te1O3,3.4996
Zn1Te2O5,2.6398
Zn1Te2O5,3.0118
Zn1Te2O7,1.2982
Zr1Te3O8,3.6712
Th1Ti2O6,2.9199
Th1Ti2O6,3.1456
Th1V2O7,2.6022
Ti1Tl2O3,2.0959
Tm2Ti2O7,2.9789
Tm2Ti1O5,3.2759
Tm2Ti2O7,2.6253
Tm2Ti1O5,3.1694
Tm2Ti1O5,3.0448
Tm2Ti1O5,2.9529
Tm2Ti1O5,1.8641
Ti1V2O7,2.0311
Ti1V3O8,0.4221
Ti1V1O4,1.1814
Ti1V1O4,0.99
Ti3V1O8,1.5775
Ti1W1O4,0.5586
Ti1W2O8,2.4156
Ti1W2O8,2.6298
Y2Ti1O5,3.2733
Y2Ti2O7,2.718
Y2Ti2O7,2.7269
Y2Ti2O7,2.5848
Yb1Ti1O3,2.3173
Yb1Ti1O3,3.582
Yb1Ti1O3,1.8957
Yb2Ti1O5,0.0896
Ti3Zn2O8,2.5854
Ti1Zn2O4,2.3119
Ti1Zn2O4,2.3069
Ti1Zn2O4,2.04
Ti3Zn2O8,2.2935
Ti1Zn2O4,1.4336
Ti1Zn1O3,2.8321
Ti2Zn1O5,2.8317
Ti3Zn2O8,2.4535
Ti3Zn2O8,1.8044
Ti2Zn3O7,2.5493
Ti1Zn1O3,3.1153
Ti1Zn1O3,2.4888
Ti3Zn1O7,2.9147
Ti2Zn1O5,3.1746
Ti1Zn2O4,1.8417
Ti1Zn1O2,0.2515
Ti1Zn1O2,0.0352
Zr1Ti1O4,2.8427
Zr1Ti2O6,2.6528
Tm1Tl1O3,0.7299
U1Tl2O4,1.5508
U1Tl1O3,0.3084
Tl1V3O8,2.003
Tl3V1O4,2.5951
Tl4V2O7,2.6066
Tl1V1O3,2.9722
Tl2W1O4,3.319
Tm1V1O4,2.9583
Tm2V2O7,1.1145
Tm2W1O6,3.2151
Tm2W1O6,3.7669
Tm2W1O6,2.8443
Y1Tm1O3,4.0595
Y1Tm1O3,3.1706
Y1Tm1O3,4.582
U1V2O8,2.1575
U1V2O6,0.4112
U1V2O8,1.6451
V2W1O6,1.0727
V1W1O4,0.6271
V1W2O8,1.4066
V1W2O8,1.8724
Y1V1O3,1.5639
Y1V1O4,2.9705
Y2V2O7,1.0612
Y1V1O4,2.8391
Y2V2O7,0.4869
Y1V1O3,1.0432
Y1V3O6,1.1778
Y1V2O4,0.8194
Y1V2O4,0.5403
Yb1V1O3,0.4
Yb1V4O8,0.8267
Yb1V4O8,1.0436
Yb1V4O8,0.9089
Yb1V4O8,0.7995
Yb1V4O8,0.8112
Yb1V4O8,1.4956
V2Zn2O7,2.5531
V2Zn1O4,1.654
V3Zn1O8,1.933
V1Zn2O4,1.6011
V3Zn2O8,1.3676
V2Zn1O6,2.436
V2Zn1O4,1.3647
V2Zn1O5,1.9815
V2Zn3O8,2.7049
V2Zn2O7,2.0231
V3Zn2O8,1.5222
V2Zn1O4,1.3081
V3Zn1O7,2.0684
V2Zn3O7,1.0961
V1Zn1O3,1.0941
V2Zn1O4,1.3593
V4Zn1O8,0.677
V2Zn1O4,1.3186
V2Zn1O6,1.6669
V2Zn1O5,1.9832
V2Zn1O4,1.0651
V2Zn1O4,1.2235
V2Zn1O4,1.4049
V2Zn1O4,1.3788
V1Zn1O2,0.5189
V1Zn1O2,0.4385
V2Zn2O5,0.6677
Y2W1O6,3.6851
Y2W1O6,3.8042
Y2W2O7,2.1357
Y1W3O8,1.4606
Y1W3O8,2.2466
Y1W1O3,2.5452
Yb2W1O6,0.4601
Zn1W1O4,3.2609
Zn1W1O4,3.5824
Zn3W2O7,1.9405
Zn1W2O6,0.552
Zn1W1O3,2.2105
Zn2W3O8,1.3366
Zn1W2O7,4.209
Zn1W4O8,0.1033
Zn1W4O8,0.1344
Zn1W2O4,0.143
Zn2W3O8,0.445
Zn1W2O4,0.3039
Zn1W1O4,2.1359
Zn1W2O4,0.0148
Zn1W2O4,0.1766
Zn1W2O4,0.6846
Zn1W2O5,0.4985
Zn1W2O4,0.6428
Zn1W2O4,0.1479
Zn1W2O4,0.4924
Zn1W2O5,1.6516
Zn1W2O4,0.345
Zr1W2O8,3.1688
Zr1W2O8,3.6052
Y2Zr2O7,2.7008
Y2Zr2O7,4.0648
Y1Zr1O3,0.4852
Y2Zr2O7,4.4356
P1Os1Se1,0.5071
Y2Os1Pd1,0.3079
Sb1Os1S1,1.1951
Sb1Os1Se1,1.1637
Sb1Te1Os1,0.9568
Sc1V1Os2,0.155
Y1Ta1Os2,0.1273
Ti1Te1Os1,0.4298
Y2Zn1Os1,0.1252
P1Pb1S3,2.2992
P2Pb3S8,2.2581
P1Pd1S1,1.0934
P2Pd3S8,1.5779
P1Pd1Se1,0.9677
Pr1P1S4,2.277
Pr1Zn3P3,0.039
Si3P2Pt1,0.6074
Si2P2Pt1,0.4766
Sr1P6Pt4,0.3733
Rb3P1S4,2.7368
Rb1P1S3,1.8263
Rb1P1Se6,1.8608
Rb1P1Se3,1.123
Rb2P3Se6,1.4028
Rb1Zn4P3,0.2037
P1Rh1Se1,1.3718
P1Ru1S1,0.5629
P1Ru1Se1,0.2197
Si4P4Ru1,1.4604
Th1P2Ru2,0.1358
Sb1P1S4,2.0791
Sc1P1S4,1.942
Sm1P1S4,2.2148
Sn1P1S3,2.1282
Sn1P1S3,1.821
Sn1P1S3,1.1923
Sn1P1S3,1.1711
Sr1P1S3,3.1109
Ta1P1S6,0.8658
Tb1P1S4,2.1702
Th1P2S6,2.4371
Ti1P2S6,1.4287
Tl2P1S3,2.2407
Tl1P1S3,1.7362
Y1P1S4,2.1327
Zn3P2S8,2.4186
Zn1P1S3,1.98
Zr1P2S6,1.5319
Zr1P2S7,1.6603
Sr3Sb1P1,1.0247
Sn1P1Se3,1.4923
Sn1P1Se3,1.3451
Sn1P1Se3,0.3575
Tl3P1Se4,1.4779
Tl2P1Se3,1.5421
Zn1Si1P2,1.3637
Sm1Zn3P3,0.1314
Sr3Sn2P4,0.9871
Sr5Sn2P6,0.3644
Zn1Sn1P2,0.7043
Sr4Ti1P4,1.432
Sr1Zn2P2,0.824
Pd3Pb2S2,0.191
Y2Pd1Pb1,0.0125
Pr2Pb1S4,2.0295
Pr2Pb1Se4,1.6587
Y2Pt1Pb1,0.1356
Sb2Pb2S5,1.0418
Sc2Pb1S4,1.6635
Si1Pb2S4,2.0437
Sm2Pb1S4,2.026
Sn1Pb1S2,1.6801
Tb2Pb1S4,2.0344
Tm2Pb1S4,0.5497
Y2Pb1S4,2.1467
Yb4Pb1S8,1.377
Zr1Pb1S3,1.2455
Sb2Te4Pb1,0.2673
Sc2Pb1Se4,1.2338
Si1Pb2Se4,1.8204
Sm2Pb1Se4,1.6411
Sr2Zn1Pb1,0.1532
Ta1Tc1Pb2,0.0017
Tl4Te3Pb1,0.1101
Y2Zn1Pb1,0.1926
Sr2Pd1Pt1,1.0781
Pu1Si2Pd2,0.0019
Rb2Pd3S4,1.1974
Rb2Pd3Se4,0.9187
Rb2Te2Pd1,0.5711
Sc1Sb1Pd1,0.2783
Tm1Sb1Pd1,0.3569
Ta2Pd3Se8,0.6518
Tl1Pd2Se3,0.138
U1Pd1Se3,0.0071
Ti1Si1Pd1,0.769
Y2Si1Pd1,0.0284
Zr1Si1Pd1,0.1228
Zr1Si1Pd1,0.7448
Y2Sn1Pd1,0.1129
Zr1Sn1Pd1,0.471
Zr1Sn1Pd1,0.0286
Sr1Te1Pd1,0.3215
Y1Tl1Pd2,0.1452
Y1Zn2Pd1,0.1014
Y2Zn1Pd1,0.0539
Pm1Tl1Te2,0.0662
Rb1Pr1Se2,1.9029
Rb1Pr1Te4,0.186
Sr1Pr2S4,2.0955
Pr1Tm3S6,1.0132
Yb1Pr2S4,2.015
Pr1Sb1Se1,0.2386
Pr1Tl1Se2,1.9505
Pr1Tl1Te2,1.5017
Rb2Pt1S2,1.2521
Rb1Pt2Se3,1.006
Rb2Te2Pt1,0.9276
Y2Ru1Pt1,0.3538
Ta2Pt3S8,0.6797
Tl1Pt2S3,1.0242
Tl2Pt5S6,0.9635
Sc1Sb1Pt1,0.6441
Si1Sb1Pt1,0.2099
Tm1Sb1Pt1,0.369
Y1Sb1Pt1,0.112
Si1Pt1Se1,1.1395
Ta2Pt3Se8,0.6803
Tl1Pt2Se3,0.4569
Si1Te1Pt1,0.3366
Ti1Si1Pt1,0.993
Zr1Si1Pt1,1.3298
Th1Sn1Pt1,0.6738
Ti1Sn1Pt1,0.7908
Zr1Sn1Pt1,0.9628
Ta1Tl1Pt1,1.0639
Pu1Si2Rh2,0.0024
Pu2Si4Tc3,0.0009
Rb5Re3S7,1.647
Rb2Re3Se6,1.0461
Rb2Sb4S7,1.834
Rb3Sb1S4,2.0228
Rb2Sb4S7,1.2221
Rb2Si1S3,2.8229
Rb1Sm1S2,2.2721
Rb1Sn1S4,1.3254
Rb4Sn1S4,2.4082
Rb1Sn1S4,1.4604
Rb3Ta1S4,2.8458
Rb1Tb1S2,2.3064
Rb5Tc3S7,1.1198
Rb1Ti1S2,0.0102
Rb1Tm1S2,2.368
Rb1Y1S2,2.3166
Rb2Zr1S4,1.9236
Rb3Sb1Se4,1.3317
Rb3Sb1Se3,2.3028
Rb1Sb3Se5,1.2305
Rb1Sb2Se4,1.1135
Rb4Sn1Sb6,1.0848
Rb1Sc5Te8,0.3274
Rb1Sm1Se2,1.899
Rb2Sn2Se5,0.8418
Rb2Sn1Se3,1.6655
Rb1Tb1Se2,1.9336
Rb2Tc3Se6,0.9082
Rb2Te1Se4,0.9218
Rb1Sm1Te2,1.3164
Rb2Sn1Te5,0.5848
Rb1Y1Te2,1.3602
Rb2Zr1Te3,0.4985
Zr2Re1Rh1,0.0416
Re1Te1S1,0.0719
Sc3Re2Si3,0.004
Re6Te7Se8,0.9469
Tl2Re3Se6,0.9674
Re1Si2Tc1,0.2478
Ta2Re1Tc1,0.1101
Ta2Ti1Re1,0.0311
Ta1V1Re2,0.2107
Ta1Re1W2,0.4445
Zr2Re1Tc1,0.203
Sb1Rh1Se1,0.7354
Sc1Te1Rh1,0.3808
Tb1Si1Rh1,0.0222
V1Si1Rh1,0.3397
Y3Si3Rh1,0.0017
Ta1Sn1Rh1,1.0489
V1Sn1Rh1,0.4464
Zn1Sn1Rh2,0.0044
Y1Tl1Rh2,0.1142
Sb1Ru1S1,1.0283
Sb1Ru1Se1,0.9322
Ta1Sb1Ru1,0.6669
Sb1Te1Ru1,0.7002
V1Sb1Ru1,0.2161
Sc1Si1Ru2,0.0194
Sm2Si5Ru3,0.1652
V1Sn1Ru2,0.1069
Y1Sn1Ru2,0.0869
Ti1Te1Ru1,0.7622
Sm1Sb1S1,0.0001
Sn2Sb2S5,1.045
Tl3Sb1S4,1.5516
Tl3Sb1S3,1.592
Tl1Sb1S2,1.6534
Tl1Sb3S5,1.5863
Tl1Sb5S8,1.5464
Tl1Sb1S2,1.2673
Sr1Sc2S4,1.357
Sc1Tl1S2,0.9338
Y1Sc1S3,1.7711
W2Se3S1,0.6282
W2Se1S3,0.7472
W2Se1S3,0.6294
W2Se3S1,0.9274
W3Se2S4,0.7054
W3Se4S2,0.9082
W3Se2S4,0.7679
W1Se1S1,0.7621
W1Se1S1,0.8047
W1Se1S1,0.7921
W1Se1S1,0.7584
W1Se1S1,0.8118
Sr2Si1S4,2.8985
Tl4Si1S4,1.9549
Sm2Sn1S5,0.0019
Sr1Sm2S4,2.1281
Sm1Tl1S2,2.3832
Sm2Zn1S4,1.3771
Sr2Sn1S4,2.4698
Tb2Sn1S5,0.13
Tl4Sn1S4,1.7519
Tl2Sn2S3,0.8385
Tl2Sn2S5,1.3993
Tl2Sn1S3,0.9424
Tl4Sn1S3,0.6794
Zr1Sn1S3,0.995
Sr1Y2S4,1.8113
Sr1Y2S4,2.1883
Sr1Zr1S3,1.1848
Ta1Tl3S4,2.5325
Ta1Tl1S3,0.5988
Tb1Tl1S2,2.3823
Tb2Yb1S4,2.1164
Tl2Te1S3,1.2603
Ti1Tl4S4,2.4819
Ti1Tl2S4,1.2976
Ti2Zn1S5,0.7138
Tm1Tl1S2,2.2335
Tl3V1S4,1.9533
Zr1Tl2S3,1.1678
Tm2Zn1S4,2.38
Yb1Y2S4,2.1278
Y2Zn1S4,0.6698
Sb2Te1Se2,0.4865
Sb2Te1Se2,0.5464
Sb2Te2Se1,0.1267
Tl1Sb1Se2,0.6743
Tl3Sb1Se3,1.0148
Sn1Sb2Te4,0.259
Zn1Sn1Sb2,0.0009
Tl1Sb1Te2,0.1268
Yb1Sb2Te4,0.5893
Sc2Zn1Se4,0.1396
Zr1Sc1Tc2,0.0604
Sc1Tl1Te2,0.0581
Tl2Si1Se3,1.6797
Tl4Si1Se4,1.4648
Sr1Sm2Se4,1.7783
Sm1Tl1Se2,2.0837
Sr2Sn1Se5,0.908
Tl2Sn1Se3,0.9887
Tl4Sn1Se3,0.649
Tl4Sn1Se3,0.2622
Sr1Th2Se5,1.4103
Sr1Zr1Se3,0.168
Ta1Tl3Se4,2.2547
Ta1Tl1Se3,0.3102
Tb1Tl1Se2,2.1726
Te1W2Se3,0.0332
Te1W2Se3,0.1065
Te2W3Se4,0.1471
Te2W3Se4,0.23
Te3W2Se1,0.3096
Te1W1Se1,0.2663
Te1W1Se1,0.2898
Te1W1Se1,0.523
Te1W1Se1,0.2919
Te1W1Se1,0.2393
Te4W3Se2,0.3689
Zr1Te1Se1,0.145
Ti1Tl4Se4,2.1544
Tm1Tl1Se2,2.105
Tl3V1Se4,1.5573
Y1Tl1Se2,2.1811
Y2Zn1Se4,0.2395
Ta1Si1Tc2,0.1431
Ta4Si1Te4,0.0286
Tl3Si1Te3,1.0854
Sm1Tl1Te2,1.5222
Sr2Zn1Sn1,0.0019
Ta1Tc2Sn1,0.2549
Ti1Tc2Sn1,0.2568
Tl2Sn1Te3,0.4986
Ta1V1Tc2,0.0655
Ta2V1Tc1,0.0696
Ta2Ti1W1,0.0612
Tb1Tl1Te2,1.5329
V2Tc1W1,0.0645
Tm1Tl1Te2,1.5847
Ti1V1W2,0.0998
Ac1Br3,4.1045
Ac1Cl3,5.0859
Ac1F3,6.0652
Ac1H3,0.9544
Ac1I3,2.5886
Ac1N1,0.0517
Ac2O3,3.5226
Ac2S3,2.2729
Ac2S3,3.0275
Ag1Br1,1.1709
Ag1Br1,0.7306
Ag1Br1,0.7
Ag1Br1,0.1214
Ag1Cl1,0.9539
Ag1Cl1,0.8727
Ag1Cl1,0.4438
Ag1Cl1,0.5962
Eu1Ag1,0.2822
Ag1F3,0.1448
Ag3F8,0.3234
Gd1Ag2,0.0003
Ag1H1,0.853
Ag1I1,1.3678
Ag1I1,1.3877
Ag1I1,1.3146
Ag1I1,1.596
Ag1I1,1.3762
Ag1I1,0.769
Ag1I1,0.9589
Ag1I2,0.0246
Ag1N3,1.5714
Ag1N3,1.6377
Ag2O3,0.3361
Ag1O1,0.0801
Ag1O1,0.1797
Ag2O1,0.0162
Ag1P2,0.6555
Ag2S1,1.3608
Ag2S1,1.2959
Ag2S1,1.0608
Ag2S1,1.2997
Ag2S1,1.0844
Ag2S1,0.9945
Ag2S1,0.121
Ag2S1,1.2701
Ag2S1,0.1608
Ag2S1,0.6243
Ag2S1,0.3684
Ag2Se1,0.1384
Ag1Te1,0.2411
Zr1Ag2,0.0013
Al1As1,1.5037
Al1As1,1.6831
Al1Br3,4.0967
Al4C3,1.3154
Al1Cl3,5.263
Al1Cr2,0.0072
Al1F3,7.6012
Al1F3,7.4171
Al1F3,7.5154
Al1F3,7.4238
Al1F3,7.4176
Al1F3,7.3085
Al1F3,7.0147
Gd1Al2,0.0595
Al1H3,2.1979
Al1H3,3.1866
Al1I3,3.2581
Li3Al2,0.2427
Al1N1,4.039
Al1N1,3.3061
Al1N1,3.2676
Al1N1,4.4175
Al2O3,5.8537
Al2O3,4.4553
Al2O3,4.5982
Al2O3,4.0646
Al2O3,4.2235
Al2O3,5.4415
Al2O3,5.6677
Al2O3,5.4924
Al2O3,4.0173
Al2O3,4.2446
Al2O3,4.6624
Al2O3,4.0029
Al2O3,5.3132
Al2O3,3.2994
Al2O3,3.3433
Al2O3,3.9763
Al2O3,3.4413
Al2O3,4.8041
Al2O3,4.2717
Al2O3,3.1115
Al2O3,0.6823
Al2Os1,0.3032
Al1P1,1.9533
Al1P1,2.1634
Pu1Al3,0.0345
Pu1Al3,0.0024
Al2Ru1,0.087
Al2S3,2.817
Al2S3,1.6697
Al2S3,2.6536
Al2S3,1.0251
Al1Sb1,1.2273
Al1Sb1,0.9179
Al1Sb1,0.0221
Al2Se3,1.8016
Al2Se3,1.1228
Al2Te5,1.0356
Al2Te3,1.8378
Al4W1,0.027
B6As1,2.6454
B1As1,1.2037
B1As1,1.1431
Ba1As2,0.4149
As1Br3,3.1271
Ca2As3,0.2304
Cd1As2,0.1511
Cd1As1,0.0928
Cd3As2,0.1498
Ce1As2,0.0813
As1Cl5,1.4376
As1Cl3,3.9873
Co1As2,0.1739
Cs3As7,1.6303
Cs2As3,0.4475
As1F5,4.6002
As1F3,5.36
Fe1As2,0.2802
Ga1As1,0.1887
Ga1As1,0.1942
Ge1As1,0.7289
Ge1As2,0.7097
As1I3,2.2375
In1As1,0.0316
As2Ir1,0.8137
K1As1,0.6695
K3As7,1.4029
K3As1,0.1135
La1As2,0.3126
La1As2,0.5974
Li1As1,0.3722
Li3As1,0.6365
Li3As7,1.3269
Mg1As4,0.8144
Mg3As2,1.431
Mg3As2,0.8711
Mg3As2,0.5454
Na3As7,1.4262
Na3As1,0.0669
Na1As1,0.7414
Na3As1,0.0941
Na3As1,0.1193
Nb1As2,0.0275
Nd1As2,0.0376
Ni5As2,0.0413
As2O5,1.3437
As2O3,3.62
As2O5,1.4032
As1O2,3.3566
As2O3,4.0252
As2O3,4.009
As2O3,3.4512
As2O3,3.0394
As2O3,1.4705
As2Os1,0.6546
Pr1As2,0.1768
As2Pt1,0.0802
Rb3As7,1.457
Rb1As1,0.5851
Rb2As3,0.3968
Rb3As7,1.5282
As2Rh1,0.2375
As2S3,2.0878
As1S1,1.9426
As4S5,1.9867
As4S3,2.3035
As1S1,2.0204
As4S3,2.471
As1S1,2.0899
As1S1,0.944
As2Se3,0.6386
As2Se3,1.4392
As1Se1,1.368
Si1As2,0.8848
Si1As1,1.4519
Si3As4,0.4043
Sn3As4,0.391
Sr1As1,0.0123
Sr3As4,0.6184
Sr4As3,0.5853
Ta1As2,0.0134
Te3As2,0.4367
Te3As2,0.2562
Th3As4,0.2716
V1As2,0.0037
V4As3,0.0002
Zn1As2,0.2249
Zn3As2,0.1378
Zn3As2,0.1799
Zn1As1,0.3059
Au1Br1,1.6885
Au1Br1,1.9716
Au1Cl3,1.345
Au1Cl2,0.8979
Au1Cl1,1.8679
Au1Cl1,1.9387
Cs1Au1,1.0239
Au1F3,1.4723
Au3F8,0.546
Au1F5,0.789
Au1I1,2.0853
Au2O3,0.82
Rb1Au1,0.3714
Au2S1,1.9021
Au1Se1,0.2624
Sn1Au5,0.0143
Bi1B1,0.0798
B1Br3,3.8273
B1Br1,1.2319
B4C1,1.5066
B1Cl3,4.7135
B1Cl1,0.9004
B1Cl2,2.9181
B1Cl1,3.3184
Cr1B4,0.1306
B1F3,8.1417
B1F3,8.132
B1F2,4.8996
B5F6,3.2985
Fe1B2,0.4297
B1H3,5.3234
B2H5,6.3448
B5H7,3.5551
B3H5,3.697
B4H5,2.8803
B5H8,5.4263
B2H3,3.074
B3H5,3.8726
B3H4,2.315
B1I3,2.6816
Li1B1,1.4331
Li5B4,0.0238
Lu1B2,0.1212
Mg1B4,0.3641
Mg1B7,1.4592
B1N1,4.2732
B1N1,4.4806
B1N1,3.9689
B1N1,4.3877
B1N1,4.4189
B1N1,3.2495
B1N1,4.4506
B1N1,5.2083
B1N1,1.5764
B1N1,4.7783
B1N1,3.5766
B1N1,5.7747
B1N1,1.0878
B1N1,3.746
B1N1,3.5086
B2O3,6.3017
B6O1,1.8524
B2O3,6.2668
B2O3,8.3486
B8O1,2.4459
B8O1,2.3536
B1P1,1.2435
B6P1,2.4757
B1P1,1.0757
B6Pb1,0.9209
B2S3,2.4293
B2S3,1.524
B1Sb1,0.7513
Si1B6,0.0568
Sn1B6,0.7527
Tc1B1,1.4291
Ba1Br2,4.3731
Ba1C2,2.1132
Ba1C2,1.6041
Ba1C2,1.3754
Ba1Cl2,5.4309
Ba1Cl2,5.1132
Ba1F3,0.8828
Ba1F2,6.5953
Ba1F2,6.8574
Ba1F2,5.9306
Ba1Ge2,0.5255
Ba1H2,2.8699
Ba1I2,3.4525
Ba1I2,3.0499
Ba2N1,0.0548
Ba1N6,3.8159
Ba1Na2,0.0097
Ba1O1,2.0906
Ba1O1,2.2694
Ba1O1,2.3599
Ba1O2,2.1125
Ba1O1,2.767
Ba5P4,0.9365
Ba3P2,0.2217
Ba3P4,0.4815
Ba1P3,0.5735
Ba5P4,0.9428
Ba1P8,0.8863
Ba1P3,1.4202
Ba3P2,0.0735
Ba1Pd1,0.0268
Ba1S2,1.5761
Ba1S3,1.3727
Ba1S1,2.1515
Ba1S3,1.0261
Ba5Sb4,0.4347
Ba2Sb3,0.2851
Ba5Sb4,0.2633
Ba1Se2,0.5995
Ba1Se1,1.949
Ba1Se3,0.926
Ba2Si1,0.0005
Ba1Si2,0.7813
Ba1Te1,1.593
Ba1Te2,0.3425
Ba1Te3,0.8123
Be1Br2,5.1775
Be2C1,1.1637
Be1C2,1.6671
Be1Cl2,6.3324
Be1Cl2,6.6628
Be1Cl2,6.514
Be1Cl2,6.3715
Be1F2,8.0867
Be1F2,8.3241
Be1F2,8.085
Be1F2,6.5396
Be1F2,6.8002
Be1F2,6.255
Be1H2,5.326
Be1I2,4.0677
Be1I2,4.1401
Be3N2,3.3129
Be3N2,3.3284
Be3N2,2.7645
Be3Nb1,0.0636
Be1O1,7.4598
Be1O1,6.8508
Be1O1,7.0845
Be1O1,8.1683
Be1P2,0.8314
Be3P2,0.8891
Be3P2,0.1451
Be3P2,0.2114
Be5Pt1,0.0953
Be1S1,3.1453
Be1Se1,0.4425
Be1Te1,2.0173
Bi1Br3,2.8714
Bi1Br3,2.8692
Bi1Br1,1.0369
Bi1Br3,2.515
Bi6Br7,1.4121
Bi1Cl3,3.3547
Bi6Cl7,1.616
Cs3Bi1,0.1815
Bi1F5,1.8138
Bi1F5,1.9048
Bi1F5,1.8064
Bi1F4,0.9269
Bi1F5,0.4034
Bi1F3,3.9562
Bi1F3,3.9663
Bi1I3,2.5339
Bi1I3,2.4854
Bi1I3,2.3447
Bi1I1,0.8279
Bi1I1,0.927
Bi1I3,2.2241
Bi1I4,0.4682
K1Bi1,0.4059
K3Bi1,0.0466
K3Bi1,0.025
K3Bi1,0.1313
Li3Bi1,0.3429
Mg1Bi1,0.1005
Mg3Bi1,0.2013
Bi1N1,0.8057
Bi2O3,2.1866
Bi4O7,0.904
Bi1O2,1.1596
Bi2O3,2.2745
Bi2O3,1.7255
Bi2O3,1.6863
Bi2O3,1.5012
Bi2O3,1.1772
Bi1O2,0.4151
Bi1O2,0.051
Bi2O3,1.6863
Bi2O3,2.4163
Bi2O3,1.1858
Bi2O3,0.9078
Bi2O3,0.9628
Bi4O5,0.5515
Bi2O3,0.149
Bi1O2,0.6223
