formulas,bandgap
Li2Co1Si1O4,2.6928
Li2Co1Si1O4,2.9336
Li2Co1Si1O4,2.7567
Li2Co3Si2O8,2.4703
Li2Co1Si1O4,2.7693
Li2Co1Si1O4,2.5197
Li2Co1Si1O4,2.4566
Li3Co1Si1O5,1.1762
Li1Co1Si1O4,0.3476
Li2Co1Si1O4,2.6839
Li2Co2Si2O7,2.8249
Li3Co2Si2O8,0.3763
Li2Co1Si2O6,3.2331
Li1Co1Si2O6,1.2376
Li3Co2Si2O8,0.2303
Li3Co2Si2O8,0.3152
Li1Co1Si1O4,1.2887
Li1Co1Si1O4,1.4218
Li3Co2Si2O8,0.35
Li1Co1Si1O4,1.2652
Li1Co1Si1O4,1.4676
Li3Co2Si2O8,0.5407
Li1Co1Si1O4,1.3725
Li3Co2Si2O8,0.022
Li1Co1Si1O4,1.3978
Li1Co1Si1O4,1.1943
Li1Co1Si1O4,1.3741
Li1Co1Si1O4,1.5904
Li1Co1Si1O4,1.3102
Li2Co1Si2O6,2.9688
Li1Co1Si1O4,1.5174
Li2Co2Si2O7,2.3439
Li6Co1Si2O8,2.685
Li2Co2Si2O7,2.84
Li2Co1Si2O6,2.8871
Li1Co1Si1O4,0.6967
Li1Co3Si2O8,0.0052
Li1Co1Si1O4,1.2293
Li1Co1Si1O4,1.3321
Li3Co2Si2O8,0.1467
Li1Co1Si1O4,1.3956
Li1Co1Si1O4,1.4113
Li1Co1Si1O4,1.556
Li1Co1Si1O4,0.7703
Li1Co1Si1O4,1.3669
Li1Co1Si1O4,1.4128
Li1Co1Si1O4,0.8709
Li1Co1Si1O4,1.3233
Li1Co1Si1O4,1.4738
Li2Co1Si3O8,3.1591
Li1Co1Si1O4,1.3329
Li1Co1Si1O4,1.4868
Li1Co1Si1O4,1.1803
Li3Co2Si2O8,0.3227
Li1Co1Si1O4,0.8915
Li1Co1Si1O4,0.7974
Li1Co1Si1O4,1.487
Li1Co1Si1O4,1.0801
Li1Co1Si1O4,1.3864
Li3Co2Si2O8,0.6373
Li1Co1Si1O4,1.2657
Li1Co1Si1O4,1.5515
Li1Co1Si1O4,0.7025
Li1Co1Si1O4,0.5109
Li2Co2Si1O6,0.717
Li2Co1Sn1O4,1.7114
Li2Co1Sn1O4,1.7159
Li2Co1Sn1O4,1.0167
Li3Co4Sn1O8,0.1045
Li1Co1Sn1O4,0.7693
Li1Co1Sn1O4,0.3744
Li1Co1Sn1O4,1.2193
Li2Co2Sn1O6,0.8416
Li3Co3Te1O8,0.7909
Li4Co3Te1O8,0.739
Li2Ti3Co1O8,2.4416
Li2Ti3Co1O8,1.8695
Li2Ti1Co2O5,1.5688
Li4Ti1Co3O8,1.0357
Li2Ti1Co2O5,1.2581
Li2Ti3Co1O8,1.7291
Li2Ti1Co1O4,0.1815
Li3Ti1Co4O8,0.0892
Li4Ti1Co3O8,0.9867
Li1Ti1Co1O4,0.9399
Li3Ti1Co3O8,0.6398
Li3Ti1Co3O8,1.7179
Li2Ti1Co2O5,0.7144
Li3Ti2Co1O6,0.28
Li2Ti3Co1O8,0.9995
Li3Ti2Co2O8,0.5938
Li2Ti1Co3O8,0.1451
Li2Ti1Co2O6,0.9107
Li2V3Co1O8,1.6223
Li1V1Co1O4,1.5911
Li1V1Co1O4,1.9367
Li1V1Co1O4,2.1929
Li1V1Co1O4,1.4663
Li4V3Co1O8,0.8467
Li2V1Co3O8,0.2413
Li2V1Co1O4,1.4374
Li2V1Co1O4,1.3384
Li2V3Co1O8,0.7871
Li2V1Co3O8,0.3818
Li1V2Co1O6,1.0274
Li4V1Co3O8,1.4095
Li2V3Co1O8,0.8416
Li2V1Co1O5,0.6293
Li3V3Co1O8,0.8014
Li2V2Co1O6,1.1426
Li2Co1W2O8,2.6607
Li4Co3W1O8,1.931
Li3Co4W1O8,1.3287
Li1Co1W2O8,1.0885
Li2Co3W1O8,0.528
Mg1Mn2Co1O7,0.1252
Mg1Co1Mo2O7,0.8414
Na1Mg6Co1O8,0.0716
Na1Mg6Co1O8,0.3474
Mg2Nb2Co1O8,2.6316
Mg6Co1Ni1O8,1.7109
Mg6Co1Ni1O8,1.2418
Mg1Co1Ni2O7,0.1496
Mg1Co1P2O7,2.9852
Mg1Co1P2O7,2.4983
Mg1Co1P2O7,2.9546
Mg1Co2P2O8,2.1684
Mg1Co1P1O5,0.1309
Mg2Co1Sb1O6,0.7329
Mg1Co1Sb2O7,0.6067
Mg1Co1Si2O6,2.9549
Mg1Co1Si2O6,2.79
Sr1Mg6Co1O8,1.1389
Sr1Mg6Co1O8,1.4649
Mg2Ta2Co1O8,2.8262
Mg1Ta2Co1O7,2.8317
Mg1Ti2Co1O7,0.391
Mg1V2Co1O7,1.9566
Mg6V1Co1O8,0.4711
Mg2Co1W1O6,2.4956
Y1Mg6Co1O8,0.283
Mg6Zn1Co1O8,1.3359
Nd2Mn1Co1O6,1.0807
Mn1Co1P2O8,0.6116
Sr2Co1Mo1O6,0.4209
Sr2Co1Mo1O6,0.8403
Co1Te1Mo1O6,2.5156
Zn1Co1Mo2O7,1.132
Na1Co1P1O4,2.9918
Na2Co1P2O7,3.0133
Na2Co1P2O7,3.0677
Na2Co1P2O7,3.0335
Na2Co1P2O7,3.0065
Na1Co1P1O4,3.0682
Na2Co1P2O7,2.4565
Na2Co1P2O7,2.9608
Na1Co1P1O4,2.7851
Na2Co1P2O7,2.6831
Na1Co1P1O4,2.6916
Na2Co1P2O7,2.3951
Na1Co1P1O4,2.476
Rb1Na7Co2O6,1.0163
Rb2Na4Co2O5,1.2621
Na5Co1S1O2,1.1387
Na3Co2Sb1O6,1.908
Na3Co2Sb1O6,0.2323
Nb2Zn2Co1O8,2.5089
Co1P2Pb1O7,2.9639
Co1Sn1P2O8,1.8506
Sr1Co2P2O8,2.8715
Sr1Co1P2O8,0.0173
Ti1Co1P2O8,1.8653
Co1P2W1O8,2.0195
Zn1Co1P2O7,2.8831
Zn1Co1P1O5,0.1221
Co1Te1Pb2O6,1.7553
Co1Te1Pb2O6,1.6229
Co1Pb2W1O6,1.7802
Zn1Co1Sb2O7,0.0065
Zn1Co1Si2O6,2.9274
Zn1Co1Si2O6,2.9415
Zn1Co1Sn2O7,0.1001
Sr2Co1Te1O6,1.6176
Sr2Co1W1O6,1.7524
Sr2Co1W1O6,1.6711
Sr2Y1Co1O6,0.0611
Ta2Zn2Co1O8,2.8387
Ta1Zn2Co1O6,1.6697
Ti2Zn1Co1O7,0.318
V2Zn1Co1O7,1.8398
Y1Co1W2O8,1.7311
Zn2Co1W1O6,2.3619
Zn2Co1W1O6,2.4596
Cs2Na1Cr1F6,3.9441
Cs1Li1Cr1O4,3.0634
Cs1Cr1P2O7,2.6766
Cs1U1Cr1O6,1.6104
Cs1Cr1P2S7,1.1332
K1Cr1Cu1F6,0.3488
Na2Cr1Cu1F7,0.0084
La1Cr1Cu1O6,0.607
Li3Cr2Cu1O6,0.4118
Li2Cr3Cu1O8,0.22
Mg1Cr2Cu1O7,0.3327
Cr2Cu1N4O8,0.0153
Zn1Cr2Cu2O8,0.274
Zn1Cr2Cu1O7,0.2288
Cr1Cu1P2S6,0.9574
Dy1Cr1Te1O6,2.6766
Er1Cr1H1O5,2.4814
Er1Cr1Te1O6,2.6034
Na2Cr1Fe1F7,2.0232
Na2Cr1H2F8,1.8303
K2Na1Cr1F6,3.9821
K2Cr1O1F5,2.3237
K1Rb2Cr1F6,4.1253
Mg1Cr1S1F5,1.1903
Na1Mn1Cr1F6,3.279
Na2Mn1Cr1F7,2.4625
Na2Cr1Ni1F7,3.8792
Rb2Na1Cr1F6,3.9409
Na1Sr1Cr1F6,3.9974
Na1Sr2Cr1F8,4.0386
Cr1P1O4F1,0.0472
Zn1Cr1S1F5,1.2167
La1Cr1Fe1O6,0.5256
Li4Cr1Fe3O8,1.8474
Li4Cr1Fe3O8,1.7126
Li4Cr1Fe3O8,1.9208
Li3Cr1Fe2O6,1.706
Li4Cr1Fe3O8,1.7148
Li4Cr1Fe3O8,1.7401
Li4Cr1Fe3O8,1.7019
Li4Cr1Fe3O8,1.8784
Li3Cr2Fe1O6,1.8841
Li2Cr1Fe1O4,2.043
Li2Cr1Fe1O4,1.6838
Li2Cr1Fe1O4,1.9856
Li2Cr1Fe1O4,1.9762
Li2Cr1Fe1O4,1.6617
Li2Cr1Fe1O4,1.708
Li2Cr1Fe1O4,1.6024
Li1Cr3Fe2O8,1.3003
Li2Cr1Fe1O4,1.2734
Li2Cr3Fe1O8,0.1019
Li3Cr3Fe1O8,0.7277
Li2Cr3Fe1O8,0.5368
Li4Cr3Fe1O8,2.1697
Li3Cr2Fe2O8,0.644
Li1Cr1Fe1O4,0.169
Li3Cr1Fe3O8,0.6442
Li2Cr1Fe1O4,1.9891
Li2Cr1Fe1O4,1.9275
Li3Cr1Fe3O8,0.6261
Li1Cr1Fe1O4,0.7232
Li4Cr3Fe1O8,2.1058
Li4Cr3Fe1O8,2.3087
Li4Cr3Fe1O8,2.4395
Li4Cr3Fe1O8,2.3039
Li4Cr3Fe1O8,2.3413
Li4Cr3Fe1O8,2.4179
Li2Cr3Fe1O8,0.3826
Li4Cr3Fe1O8,2.3743
Li3Cr4Fe1O8,1.0704
Li2Cr1Fe2O6,0.0909
Li5Cr3Fe1O8,2.0458
Li2Cr2Fe1O6,0.3238
Cr1Fe1P2O8,2.1968
Cr1Fe1P2O8,1.8281
Rb1Cr2Fe1O8,2.0605
Li4Cr3Ga1O8,3.2245
Li4Cr3Ga1O8,3.1494
Li4Cr3Ga1O8,3.1166
Li4Cr3Ga1O8,3.0346
Li4Cr3Ga1O8,3.1792
Li4Cr3Ga1O8,3.0366
Li4Cr3Ga1O8,3.0916
Li4Cr3Ga1O8,3.1699
Li4Cr3Ga1O8,3.0727
Li3Cr3Ga1O8,0.6843
Li4Cr1Ga3O8,1.3628
Li1Cr1Ge2O6,2.7518
Li1Cr1Ge2O6,2.7725
Mg1Cr1Ge2O6,0.6152
Mg1Cr1Ge2O6,0.8222
Na1Cr1Ge2O6,2.6628
Zn1Cr1Ge2O6,0.4593
K3Cr1H6O6,3.191
La1Cr1H1O5,2.5218
Li2Cr1H4O6,3.052
Cr1H8N2O4,2.9217
Na2Cr1H8O8,3.2169
Na5Cr1H1O4,0.0689
Cr1P1H5O5,2.8008
Cr1P1H1O5,0.4052
Rb3Cr1H6O6,0.3303
Cr1H6S1O7,3.0894
Cr1H1Se3O8,2.8849
Cr1H1Se3O8,2.3228
Sr2Hf1Cr1O6,0.4406
Cr1Hg3Pb2O8,1.8827
Cr1Hg1Pb2O6,2.0835
Cr1Hg5S2O5,1.6946
Cr1Hg3S2O4,1.7105
Ho1Mg1Cr2O6,0.5098
Ho1Cr1Te1O6,2.588
Ho1Zn1Cr2O6,0.226
K1Cr1I1O6,2.6423
Cr2P1I1O4,1.6416
K1La1Cr2O8,2.6531
K1Li1Cr1O4,2.8534
K1Li4Cr1O5,1.0179
K3Mn1Cr1O8,0.8097
K3Na1Cr2O8,3.0493
K3Na1Cr2O8,3.0589
K1Cr1P2O7,2.8454
K2Cr1S1O7,2.4712
K1Tb1Cr2O8,2.7192
K1U1Cr1O6,1.6241
K1V2Cr1O7,2.1199
K1Cr1P2S7,1.2503
La1Mg1Cr2O6,0.5433
La1Mn1Cr1O6,0.4926
La1Cr1Mo1O6,1.512
La1Cr1Ni1O6,0.0443
La1Cr1Sb1O6,0.3177
La1Cr1Sn1O6,0.3122
La1Ta1Cr1O6,0.1808
La1Cr1Te1O6,2.7225
La1Cr1Te1O6,1.2581
La1Ti1Cr1O6,0.2145
La1V1Cr1O6,0.3919
La1Cr1W1O6,2.2439
La1Zn1Cr2O6,0.5207
Li1Mg6Cr1O8,1.2919
Li1Mg6Cr1O8,0.6619
Li1Mn3Cr1O8,1.1148
Li4Mn1Cr3O8,0.6756
Li4Mn1Cr1O6,0.9946
Li4Mn1Cr1O6,1.0507
Li4Mn1Cr1O6,0.9887
Li4Mn1Cr1O6,1.0543
Li4Mn1Cr1O6,1.0387
Li2Mn1Cr1O4,0.6477
Li3Mn1Cr2O6,0.5483
Li2Mn1Cr1O4,0.5783
Li3Mn2Cr1O6,0.2176
Li2Mn1Cr2O6,0.6147
Li3Mn1Cr3O8,0.5042
Li2Mn1Cr3O8,0.5804
Li5Mn1Cr3O8,2.0957
Li5Mn1Cr3O8,2.2576
Li1Mn1Cr2O6,0.2522
Li2Mn1Cr3O8,0.5286
Li5Mn1Cr3O8,1.4198
Li2Mn1Cr2O6,1.2518
Li3Mn3Cr1O8,0.4144
Li2Mn1Cr3O8,0.2762
Li3Mn1Cr4O8,0.6288
Li1Mn2Cr2O8,0.6604
Sr1Li2Cr1N3,0.9497
Li2Nb1Cr3O8,1.9446
Li2Nb1Cr3O8,1.8766
Li1Nb1Cr1O4,1.0406
Li3Nb2Cr1O6,0.353
Li4Cr3Ni1O8,0.4366
Li4Cr3Ni1O8,0.3234
Li2Cr3Ni1O8,0.4205
Li3Cr3Ni1O8,0.35
Li5Cr3Ni1O8,3.0171
Li5Cr3Ni1O8,2.959
Li2Cr3Ni1O8,0.6017
Li2Cr3Ni1O8,0.7267
Li1Cr1P2O7,2.7339
Li1Cr1P1O4,2.0878
Li1Cr1P2O7,2.7333
Li1Cr1P2O7,2.7324
Li1Cr1P1O4,3.0855
Li1Cr1P2O7,2.4892
Li1Cr1P1O4,2.4892
Li1Cr1P1O4,1.5726
Li1Cr1P1O4,2.9731
Li2Cr1P2O7,2.3913
Li3Cr1P2O8,2.7819
Li2Cr1P2O7,3.4773
Li3Cr1P2O8,2.787
Li1Cr1P2O7,2.8553
Li2Cr1P2O7,3.4033
Li3Cr1P2O8,2.6334
Li1Cr1P1O5,0.1779
Li1Cr1P2O7,2.9141
Li2Cr1P2O7,3.6262
Li1Cr1P1O4,2.669
Li2Cr1P2O7,3.102
Li1Cr1P1O4,2.7463
Li1Cr1P2O7,2.5143
Li4Cr1P2O8,1.4126
Li1Cr1P1O4,3.0857
Li1Cr1P1O4,2.9299
Li2Cr1P2O7,2.201
Li1Cr1P2O7,3.0921
Li1Cr1P1O4,2.378
Li1Cr1P2O7,2.805
Li2Cr1P2O7,2.5196
Li1Cr1P1O4,2.6115
Li1Cr1P2O7,2.4682
Li2Cr1P2O8,0.0363
Li1Cr1P1O5,0.408
Li1Cr1P1O5,0.672
Li1Cr1P1O4,0.9945
Li2Cr1P2O7,3.0177
Li2Cr1P2O8,0.3181
Li1Cr1P1O4,1.9332
Li1Cr1P1O4,2.497
Li1Cr1P1O4,1.7955
Li1Cr1P1O4,1.4077
Li1Cr1P1O5,0.1292
Li3Cr1P2O8,1.9816
Li3Cr1P2O8,2.7229
Li1Cr1P1O4,2.5126
Li3Cr1P2O8,2.8494
Li1Cr1P1O4,2.8257
Li1Cr1P1O5,1.4206
Li1Cr1P2O7,1.9637
Li1Cr1P1O5,0.4313
Li3Cr1P2O8,1.748
Li3Cr1P2O8,2.6907
Li3Cr1P2O8,2.8064
Li1Cr1P1O4,2.2925
Li1Cr1P1O4,1.9259
Li1Cr1P1O4,1.2333
Li2Cr1P2O8,0.8675
Li1Cr2P2O8,1.0178
Li1Cr1P1O5,0.1773
Li1Cr1P1O5,1.1485
Li1Cr1P1O4,1.9808
Li2Cr1P1O5,2.3448
Li3Cr1P2O8,2.041
Li1Cr1P1O4,2.4433
Li1Cr1P1O5,0.8471
Li1Cr1P2O7,1.9503
Li1Cr1P2O7,1.2397
Li1Cr1P2O7,1.117
Li1Cr1P2O7,0.6371
Rb1Li1Cr1O4,2.9916
Rb1Li1Cr1O4,2.976
Li1Cr1S2O8,2.1597
Li1Cr1S2O8,2.0298
Li1Cr1S2O8,2.2689
Li1Cr1Si2O6,3.1566
Li1Cr1Si2O6,3.1394
Li1Cr1Si2O6,3.0382
Li1Cr1Si1O4,2.5476
Li2Cr1Si1O4,3.0789
Li1Cr1Si2O6,2.9517
Li3Cr1Si2O7,2.715
Li1Cr1Si1O4,2.7106
Li2Cr1Si1O4,1.2517
Li2Cr1Si1O4,1.2998
Li1Cr1Si1O4,3.1107
Li3Cr3Si1O8,2.9838
Li1Cr1Si2O6,2.1082
Li2Cr2Si1O6,2.847
Li2Cr1Si3O8,3.1126
Li1Cr1Si1O4,2.0247
Li2Cr1Si1O4,1.9818
Li3Cr1Si1O5,3.3512
Li1Cr1Si3O8,2.5459
Li2Cr1Si2O6,1.5998
Li2Cr1Si1O5,0.2588
Li2Cr1Si2O6,2.4339
Li2Cr1Si1O4,2.6298
Li2Cr1Si1O4,1.5431
Li1Cr1Si1O4,2.573
Li2Cr1Si2O6,1.4258
Li2Cr1Si1O4,1.1657
Li3Cr1Si1O5,2.9626
Li2Cr2Si2O7,1.0305
Li2Cr1Si1O4,2.448
Li2Cr1Si1O4,1.6349
Li1Cr1Sn1O4,2.3777
Li2Cr3Sn1O8,0.9318
Li2Cr2Sn1O6,3.1686
Li1Cr1Sn1O4,1.3642
Li1Ti1Cr1O4,1.6509
Li4Ti1Cr1O6,1.2269
Li4Ti1Cr1O6,1.2276
Li4Ti1Cr1O6,1.2775
Li4Ti1Cr1O6,1.3111
Li4Ti1Cr1O6,1.2953
Li4Ti1Cr1O6,1.1998
Li4Ti1Cr1O6,1.1431
Li2Ti1Cr3O8,0.0341
Li3Ti1Cr3O8,2.3315
Li3Ti1Cr3O8,1.9036
Li2Ti1Cr2O6,2.236
Li4V1Cr3O8,1.8257
Li4V3Cr1O8,1.9579
Li4V1Cr3O8,1.9194
Li4V1Cr3O8,1.5588
Li3V1Cr2O6,1.874
Li4V1Cr3O8,2.014
Li4V1Cr3O8,1.51
Li4V1Cr3O8,1.6083
Li2V1Cr1O4,0.975
Li4V1Cr3O8,1.9311
Li4V3Cr1O8,1.9372
Li4V3Cr1O8,1.8721
Li2V1Cr1O4,1.2694
Li2V3Cr1O8,1.0848
Li2V1Cr1O4,1.3192
Li2V1Cr1O4,0.9269
Li4V3Cr1O8,1.9346
Li2V1Cr1O4,1.7174
Li2V1Cr1O4,1.9325
Li2V1Cr1O4,1.7728
Li1V1Cr1O4,1.153
Li4V3Cr1O8,1.0314
Li2V1Cr1O4,1.5322
Li4V3Cr1O8,0.9635
Li4V3Cr1O8,0.9862
Li2V1Cr1O4,1.319
Li3V2Cr1O6,1.8866
Li2V3Cr1O8,1.1225
Li3V1Cr3O8,1.5089
Li2V1Cr1O4,0.7542
Li3V3Cr1O8,0.9017
Li3V4Cr1O8,0.5801
Li3V1Cr3O8,1.3912
Li2V1Cr2O6,1.3087
Li3V2Cr2O8,0.8428
Li1V1Cr1O4,1.3665
Li2V1Cr3O8,0.7802
Li3V1Cr3O8,1.2581
Li3V1Cr3O8,1.5066
Li2V3Cr1O8,1.4502
Li2V1Cr2O6,1.8002
Li1V2Cr1O6,0.5836
Li5V1Cr3O8,1.2528
Li5V3Cr1O8,0.7181
Li1V1Cr1O4,1.2522
Li1V3Cr1O8,1.1787
Li5V2Cr2O8,0.7392
Li2V1Cr3O8,0.8101
Li1V2Cr1O6,1.1219
Li3V3Cr1O8,0.1876
Li5V1Cr3O8,0.6195
Li2Cr3W1O8,2.1889
Li2Cr3W1O8,2.318
Li2Cr1W1O6,0.5032
Li4Y3Cr1O8,3.2591
Na1Mg6Cr1O8,1.2305
Na1Mg6Cr1O8,0.6705
Mg1Cr1P2O7,3.0375
Mg1Cr1P2O7,2.8126
Mg1Cr1P2O7,3.2049
Mg1Cr2P2O8,2.2474
Pr1Mg1Cr2O6,0.5841
Mg2Cr1Sb1O6,2.4274
Mg1Cr1Si2O6,2.3232
Mg1Cr1Si1O5,0.5706
Mg2Ta2Cr1O8,1.5344
Mg2Ta1Cr1O6,2.5844
Mg6V1Cr1O8,0.3489
Mg2Cr1W1O6,1.6678
Mg2Cr1W1O6,1.8806
Mn1Cr1P2O8,0.7367
Mn2Cr1Sb1O6,1.7799
Y2Mn1Cr1O6,0.8314
Tl1Cr1Mo2O8,2.7802
V1Cr1Mo1O7,2.4206
Ta2Cr1N1O5,1.436
Ta2Cr1N1O5,1.0376
Ta2Cr1N1O5,1.3553
Ta2Cr1N1O5,1.4756
Ta2Cr1N1O5,1.2699
Ta2Cr1N1O5,1.4326
Ta2Cr1N1O5,1.442
Ta2Cr1N1O5,1.3251
Ta2Cr1N1O5,1.3735
Na1Cr1P2O7,2.7103
Rb1Na1Cr2O7,2.6638
Na1Cr1Si2O6,2.8719
Na1Cr1W2O8,2.264
Nb2Zn2Cr1O8,1.0087
Nd1Cr1S2O1,0.3995
Sr2Cr1Os1O6,0.4547
Cr1Sb1P2O8,1.5184
Cr1Sn1P2O8,0.4352
Sr1Cr1P2O7,2.9628
Sr1Cr1P2O8,0.105
Ti1Cr1P2O8,0.0262
Tl1Cr1P2O7,2.791
Zn1Cr1P2O7,2.8958
Zn1Cr1P2O7,2.3767
Zn1Cr2P2O8,1.9589
Zn1Cr1P1O5,1.5748
Pr1Zn1Cr2O6,0.5162
Rb1U1Cr1O6,1.5963
Rb1V2Cr1O7,2.1283
Sr2Cr1Sb1O6,1.541
Zn2Cr1Sb1O6,2.0248
Zn1Cr1Si2O6,1.8339
Zn1Cr1Si1O5,0.5146
Sr2Ta1Cr1O6,2.7536
Sr2Y2Cr2O7,0.9943
Ta2Zn2Cr1O8,1.3417
Ta1Zn2Cr1O6,2.5616
Tb1Cr1Te1O6,2.6437
Tm1Cr1Te1O6,2.5925
Y1Cr1Te1O6,2.656
Y1Cr1W2O8,1.3317
Y1Cr1W2O8,2.0197
Zn2Cr1W1O6,1.5237
Zn2Cr1W1O6,1.9383
Cs1Dy2Cu3Se5,1.4764
Cs1Er2Cu3S5,1.5296
Cs1Er2Cu3Se5,1.5197
Cs2K1Cu1F6,0.8475
Cs2Sc1Cu1F6,1.8078
Cs2Cu1Mo1I6,0.071
Cs2Nd1Cu1I6,1.7889
Cs2Pr1Cu1I6,1.7764
Cs2Cu1Sb1I6,0.0349
Cs2Y1Cu1I6,1.7212
Cs1La2Cu1Se4,1.0754
Cs1Nb1Cu2Te4,1.0253
Cs1Nd2Cu1Se4,0.8772
Cs4Cu1Si2O7,0.7267
Cs1Sc3Cu2Te6,0.5931
Cs1Sm2Cu1Se4,0.877
Cs1Tb2Cu3Se5,1.2012
Cs1Ti1Cu3Se4,1.2488
Cs2Ti1Cu2Se4,1.3709
Cs1Tm2Cu3Se5,1.2473
Cs1Zr1Cu1Se3,0.6263
Cs1Ta1Cu2Te4,1.2437
Cs1Dy1Mo2O8,3.596
Cs1Dy1Zn1Se3,2.1229
Cs2Na1Er1F6,6.8639
Cs1Er1Si1S4,3.0331
Cs1Er1Zn1Se3,2.49
Cs1Er1Zn1Te3,1.7325
Cs2K1Fe1F6,4.0956
Cs2Na1Fe1F6,3.8015
Cs2Na1Fe1F6,4.0522
Cs2In1Ga1F6,3.3138
Cs2K1Ga1F6,6.0426
Cs1K2Ga1F6,5.3218
Cs2Li1Ga1F6,6.1363
Cs2Na1Ga1F6,5.9678
Cs2Rb1Ga1F6,5.9393
Cs1Rb2Ga1F6,5.5393
Cs2Tl1Ga1F6,4.766
Cs1H1I1F7,4.6065
Cs1I1O1F4,4.9407
Cs2K1In1F6,5.4629
Cs2Li1In1F6,5.227
Cs2Na1In1F6,5.304
Cs2Rb1In1F6,5.3728
Cs1Rb2In1F6,4.8289
Cs2In1Sb1F6,1.9032
Cs2Sc1In1F6,4.1661
Cs2Y1In1F6,3.9401
Cs1K2Ir1F6,1.9187
Cs2Na1Ir1F6,2.0021
Cs2Rb1Ir1F6,2.2444
Cs1Rb2Ir1F6,2.1745
Cs2K1Mn1F6,1.5996
Cs2K1Mo1F6,4.1117
Cs2K1N1F6,2.9976
Cs1K2Pd1F5,1.8661
Cs2K1Pr1F6,6.1535
Cs2K1Rh1F6,2.1034
Cs2K1Sb1F6,4.1813
Cs1K2Sb1F6,3.0671
Cs1K2Sc1F6,5.5006
Cs2K1Tl1F6,3.8205
Cs1K2Tl1F6,3.4583
Cs2K1V1F6,2.5363
Cs2K1Y1F6,6.464
Cs1K2Y1F6,5.0793
Cs2Li1N1F6,2.7068
Cs2Li1Nd1F6,7.055
Cs2Li1Pr1F6,6.9993
Cs2Li1Sb1F6,4.1258
Cs2Li1Y1F6,7.2663
Cs3Mo2O6F3,3.9928
Cs1Mo1O2F3,3.4442
Cs2Na1N1F6,2.8012
Cs2Rb1N1F6,2.9602
Cs2Na1Nd1F6,6.7384
Cs2Na1Pr1F6,6.6204
Cs2Na1Rh1F6,1.7497
Cs2Na1Sb1F6,4.237
Cs2Na1Sc1F6,6.7991
Cs1Na1Sn1F6,5.1436
Cs2Na1Ta1F6,0.3197
Cs2Na1Ti1F6,0.1037
Cs2Na1Tl1F6,3.6228
Cs2Na1Y1F6,6.8654
Cs1Ni1Pd1F5,0.718
Cs2P1O3F1,4.3991
Cs1S1O2F1,4.4107
Cs1S1O3F1,5.1506
Cs1Sb1O1F4,3.5749
Cs2Te1O1F4,5.0193
Cs1Rb2Pd1F5,2.2311
Cs1Rb2Rh1F6,2.0533
Cs2Rb1Sb1F6,4.0185
Cs1Rb2Sb1F6,3.3524
Cs2Rb1Sc1F6,6.5419
Cs1Rb2Sc1F6,5.7561
Cs1Rb2Si1F7,5.726
Cs2Rb1Tl1F6,3.7422
Cs1Rb2Tl1F6,3.5274
Cs2Rb1Y1F6,6.2119
Cs2Tl1Rh1F6,1.7532
Cs2Tl1Sb1F6,2.4868
Cs2Sc1Tl1F6,5.1832
Cs2K4Fe2O5,1.5865
Cs1Fe1Mo2O8,2.4038
Cs1Fe1Mo2O8,2.5616
Cs1Fe1Si1O4,3.0859
Cs2Na1Ga1H6,1.0882
Cs2Tl1Ga1H6,0.3827
Cs2In1Ga1I6,0.2835
Cs2K1Ga1I6,0.8284
Cs2Rb1Ga1I6,0.9753
Cs1Rb2Ga1I6,1.1875
Cs2Tl1Ga1I6,0.574
Cs1K4Ga1O4,2.416
Cs6K3Ga1Sb4,0.6365
Cs2Li3Ga1O4,3.6593
Cs1Gd1Si1S4,1.7163
Cs1Gd1Zn1Te3,0.9061
Cs2Li2Ge1O4,3.4744
Cs1Sm1Ge1S4,2.4631
Cs1Ta1Ge1S5,0.9889
Cs2Na1In1H6,1.2562
Cs1Li1H4N2,1.997
Cs1Li2H6N3,0.6856
Cs2P2H2O7,5.2232
Cs1H1S1O4,5.2778
Cs1H1S1O4,5.5519
Cs1H1S1O2,3.8448
Cs1H1S1O3,5.8302
Cs3H1Se2O8,3.7309
Cs1H1Se1O4,3.6209
Cs1Si2H1O5,4.8193
Cs1Si3H1O7,4.7963
Cs2Si1H2O4,3.8832
Cs2V1H1O4,3.509
Cs2Hg3I8O1,0.0746
Cs1Nd1Hg1Se3,1.3561
Cs1Pr1Hg1Se3,1.6744
Cs2Sn2Hg3S8,1.6112
Cs1Sm1Hg1Se3,1.7129
Cs2U1Hg2Se5,0.1322
Cs1Ho1Zn1Se3,2.4693
Cs1Ho1Zn1Te3,1.3805
Cs2K1In1I6,1.2626
Cs2Na1In1I6,0.6998
Cs2Sc1In1I6,1.9468
Cs2Tl1In1I6,0.8922
Cs2Y1In1I6,0.0509
Cs2K1Mo1I6,1.4527
Cs2K1Nd1I6,3.2642
Cs2K1Pr1I6,3.2581
Cs2K1Sb1I6,2.343
Cs2K1Sc1I6,2.3591
Cs2K1Y1I6,3.2816
Cs2Li1Mo1I6,0.9856
Cs2Li1Nd1I6,2.9743
Cs2Li1Pr1I6,2.9609
Cs2Li1Sb1I6,1.7376
Cs2Na1Mo1I6,1.0847
Cs2Na1Pr1I6,3.1147
Cs2Na1Sb1I6,1.8895
Cs2Na1Sc1I6,2.2294
Cs2Na1Y1I6,3.1517
Cs2Rb1Sb1I6,2.3768
